strategy_class,strategy,window_sec,date,title,score,final_margin,winner,question,outcome,loss_requires_goals,line,required_margin,final_total,team,team_goals,loser,spread_side,locked,buy_trades,buy_size,min_price,last_price,net_roi_min_pct,net_roi_last_pct,trades_le_0.95,size_le_0.95,trades_le_0.97,size_le_0.97,trades_le_0.98,size_le_0.98,trades_le_0.99,size_le_0.99,trades_le_0.995,size_le_0.995,trades_le_0.999,size_le_0.999,caution
locked_after_result,team_total_over_locked,180,2026-06-22,New Zealand vs. Egypt,1-3,2,Egypt,New Zealand vs. Egypt: Egypt O/U 2.5,Over,999,2.5,,,Egypt,3,,,True,1,6.25,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,6.25,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,total_over_locked,180,2026-06-22,New Zealand vs. Egypt,1-3,2,Egypt,New Zealand vs. Egypt: O/U 3.5,Over,999,3.5,,4,,,,,True,1,57.69,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,57.69,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,btts_yes_locked,180,2026-06-22,New Zealand vs. Egypt,1-3,2,Egypt,New Zealand vs. Egypt: Both Teams to Score,Yes,999,,,,,,,,True,3,4927.49,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,4927.49,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,team_total_over_locked,180,2026-06-12,Canada vs. Bosnia-Herzegovina,1-1,0,,Canada vs. Bosnia-Herzegovina: Bosnia-Herzegovina O/U 0.5,Over,999,0.5,,,Bosnia-Herzegovina,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,total_over_locked,180,2026-06-12,Canada vs. Bosnia-Herzegovina,1-1,0,,Canada vs. Bosnia and Herzegovina: O/U 1.5,Over,999,1.5,,2,,,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,team_total_over_locked,180,2026-06-13,Brazil vs. Morocco,1-1,0,,Brazil vs. Morocco: Brazil O/U 0.5,Over,999,0.5,,,Brazil,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,team_total_over_locked,180,2026-06-14,Australia vs. Türkiye,2-0,2,Australia,Australia vs. Türkiye: Australia O/U 1.5,Over,999,1.5,,,Australia,2,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,team_total_over_locked,180,2026-06-14,Germany vs. Curaçao,7-1,6,Germany,Germany vs. Curaçao: Curaçao O/U 0.5,Over,999,0.5,,,Curaçao,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,team_total_over_locked,180,2026-06-15,Belgium vs. Egypt,1-1,0,,Belgium vs. Egypt: Egypt O/U 0.5,Over,999,0.5,,,Egypt,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,team_total_over_locked,180,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: Uruguay O/U 0.5,Over,999,0.5,,,Uruguay,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,team_total_over_locked,180,2026-06-16,Iraq vs. Norway,1-4,3,Norway,Iraq vs. Norway: Iraq O/U 0.5,Over,999,0.5,,,Iraq,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,team_total_over_locked,180,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: Portugal O/U 0.5,Over,999,0.5,,,Portugal,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,total_over_locked,180,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: O/U 1.5,Over,999,1.5,,2,,,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,team_total_over_locked,180,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: Croatia O/U 1.5,Over,999,1.5,,,Croatia,2,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,team_total_over_locked,180,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: Czechia O/U 0.5,Over,999,0.5,,,Czechia,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,team_total_over_locked,180,2026-06-19,Mexico vs. Korea Republic,1-0,1,Mexico,Mexico vs. Korea Republic: Mexico O/U 0.5,Over,999,0.5,,,Mexico,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,total_over_locked,180,2026-06-19,Scotland vs. Morocco,0-1,1,Morocco,Scotland vs. Morocco: O/U 0.5,Over,999,0.5,,1,,,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,team_total_over_locked,180,2026-06-19,Scotland vs. Morocco,0-1,1,Morocco,Scotland vs. Morocco: Morocco O/U 0.5,Over,999,0.5,,,Morocco,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,total_over_locked,180,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: O/U 0.5,Over,999,0.5,,1,,,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,team_total_over_locked,180,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: Paraguay O/U 0.5,Over,999,0.5,,,Paraguay,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
locked_after_result,team_total_over_locked,180,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spain vs. Saudi Arabia: Spain O/U 2.5,Over,999,2.5,,,Spain,4,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,已锁定结果类，可能依赖进球后盘口更新延迟，单独观察
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-21,Ecuador vs. Curaçao,0-0,0,,Spread: Ecuador (-1.5),Curaçao,2,1.5,2,,,,,other_side,,12,10933.232029,0.85,0.999,17.1971,0.0971,6,727.192,6,727.192,7,777.192,7,777.192,7,777.192,12,10933.232029,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-21,Ecuador vs. Curaçao,0-0,0,,Ecuador vs. Curaçao: O/U 1.5,Under,2,1.5,,0,,,,,,11,2197.31,0.95,0.999,5.1132,0.0971,1,864.8,2,908.8,3,958.8,9,2127.31,9,2127.31,11,2197.31,主线策略：当前总进球还需2球才输
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-15,Sweden vs. Tunisia,5-1,4,Sweden,Spread: Sweden (-2.5),Sweden,2,-2.5,3,,,,,favorite_cover,,108,6409.427149,0.96,0.99,4.0467,0.9801,0,0,72,2085.974633,75,2382.134633,108,6409.427149,108,6409.427149,108,6409.427149,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,team_total_under_loss_ge2,180,2026-06-20,Türkiye vs. Paraguay,0-1,1,Paraguay,Türkiye vs. Paraguay: Türkiye O/U 1.5,Under,2,1.5,,,Türkiye,0,,,,2,58.33,0.96,0.96,4.0467,4.0467,0,0,1,8.33,1,8.33,1,8.33,1,8.33,2,58.33,球队总进球 under，深度通常小于总进球 under
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-16,Iraq vs. Norway,1-4,3,Norway,Spread: Norway (-1.5),Norway,2,-1.5,2,,,,,favorite_cover,,42,22958.889171,0.97,0.999,3.0028,0.0971,0,0,8,1742.25,15,3138.098162,39,17899.819171,39,17899.819171,42,22958.889171,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-20,Brazil vs. Haiti,3-0,3,Brazil,Spread: Brazil (-4.5),Haiti,2,4.5,5,,,,,other_side,,10,658.0,0.981,0.999,1.8798,0.0971,0,0,0,0,0,0,4,279.33,5,284.33,10,658.0,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-14,Germany vs. Curaçao,7-1,6,Germany,Germany vs. Curaçao: O/U 9.5,Under,2,9.5,,8,,,,,,6,3508.896295,0.981,0.999,1.8798,0.0971,0,0,0,0,0,0,1,10.09,1,10.09,6,3508.896295,主线策略：当前总进球还需2球才输
loss_requires_2_goals,draw_no_lead_ge2,180,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Will Austria vs. Jordan end in a draw?,No,2,,,,,,,,,42,59129.176713,0.9870000007046698,0.999,1.2781,0.0971,0,0,0,0,0,0,10,6792.797827,25,10192.646713,42,59129.176713,领先2球以上时可用，最后3分钟肉通常不大
loss_requires_2_goals,leader_yes_lead_ge2,180,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Will Austria win on 2026-06-17?,Yes,2,,,,,,,,,176,56265.965496,0.989,0.999,1.0792,0.0971,0,0,0,0,0,0,7,5275.91,29,17460.87,176,56265.965496,领先2球以上时可用，最后3分钟肉通常不大
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-13,United States vs. Paraguay,4-1,3,United States,Spread: United States (-1.5),United States,2,-1.5,2,,,,,favorite_cover,,13,57280.27,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,13,57280.27,13,57280.27,13,57280.27,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-15,Spain vs. Cabo Verde,0-0,0,,Spain vs. Cabo Verde: O/U 1.5,Under,2,1.5,,0,,,,,,24,33479.94,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,24,33479.94,24,33479.94,24,33479.94,主线策略：当前总进球还需2球才输
loss_requires_2_goals,draw_no_lead_ge2,180,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Will Uzbekistan vs. Colombia end in a draw?,No,2,,,,,,,,,39,45212.47,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,31,33047.41,31,33047.41,39,45212.47,领先2球以上时可用，最后3分钟肉通常不大
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-14,Germany vs. Curaçao,7-1,6,Germany,Spread: Germany (-4.5),Germany,2,-4.5,5,,,,,favorite_cover,,6,3822.46,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,6,3822.46,6,3822.46,6,3822.46,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,loser_no,180,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Will Côte d'Ivoire win on 2026-06-20?,No,2,,,,,,Côte d'Ivoire,,,47,40237.12,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,10,2527.76,10,2527.76,47,40237.12,等价强队不输；最后3分钟通常已很贵
loss_requires_2_goals,leader_yes_lead_ge2,180,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Will Colombia win on 2026-06-17?,Yes,2,,,,,,,,,140,54007.35,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,3,2331.4,7,2406.4,140,54007.35,领先2球以上时可用，最后3分钟肉通常不大
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-18,Canada vs. Qatar,6-0,6,Canada,Canada vs. Qatar: O/U 7.5,Under,2,7.5,,6,,,,,,25,6725.071555,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,5,1325.54,13,2592.731555,25,6725.071555,主线策略：当前总进球还需2球才输
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-13,Brazil vs. Morocco,1-1,0,,Spread: Brazil (-1.5),Morocco,2,1.5,2,,,,,other_side,,6,1000.0,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,6,1000.0,6,1000.0,6,1000.0,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,loser_no,180,2026-06-14,Côte d'Ivoire vs. Ecuador,1-0,1,Côte d'Ivoire,Will Ecuador win on 2026-06-14?,No,2,,,,,,Ecuador,,,22,19602.321,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,2,700.0,3,709.5,22,19602.321,等价强队不输；最后3分钟通常已很贵
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-15,Spain vs. Cabo Verde,0-0,0,,Spread: Spain (-1.5),Cabo Verde,2,1.5,2,,,,,other_side,,9,662.23,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,9,662.23,9,662.23,9,662.23,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,team_total_under_loss_ge2,180,2026-06-15,Spain vs. Cabo Verde,0-0,0,,Spain vs. Cabo Verde: Spain O/U 1.5,Under,2,1.5,,,Spain,0,,,,8,438.45,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,8,438.45,8,438.45,8,438.45,球队总进球 under，深度通常小于总进球 under
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: O/U 3.5,Under,2,3.5,,2,,,,,,6,1585.490666,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,2,348.19,2,348.19,6,1585.490666,主线策略：当前总进球还需2球才输
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-17,Portugal vs. DR Congo,1-1,0,,Spread: Portugal (-1.5),DR Congo,2,1.5,2,,,,,other_side,,4,931.24,0.99,0.992,0.9801,0.7825,0,0,0,0,0,0,2,296.24,4,931.24,4,931.24,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-16,IR Iran vs. New Zealand,2-2,0,,IR Iran vs. New Zealand: O/U 5.5,Under,2,5.5,,4,,,,,,8,6067.69,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,3,272.43,3,272.43,8,6067.69,主线策略：当前总进球还需2球才输
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-14,Australia vs. Türkiye,2-0,2,Australia,Australia vs. Türkiye: O/U 3.5,Under,2,3.5,,2,,,,,,4,236.7,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,4,236.7,4,236.7,4,236.7,主线策略：当前总进球还需2球才输
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-11,Mexico vs. South Africa,2-0,2,Mexico,Mexico vs. South Africa: O/U 3.5,Under,2,3.5,,2,,,,,,8,210.37,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,8,210.37,8,210.37,8,210.37,主线策略：当前总进球还需2球才输
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: O/U 3.5,Under,2,3.5,,2,,,,,,18,10402.856156,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,1,110.57,12,5911.701445,18,10402.856156,主线策略：当前总进球还需2球才输
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: O/U 7.5,Under,2,7.5,,6,,,,,,10,2137.165,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,1,105.26,2,110.52,10,2137.165,主线策略：当前总进球还需2球才输
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-13,Brazil vs. Morocco,1-1,0,,Brazil vs. Morocco: O/U 3.5,Under,2,3.5,,2,,,,,,5,97.82,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,5,97.82,5,97.82,5,97.82,主线策略：当前总进球还需2球才输
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-15,Saudi Arabia vs. Uruguay,1-1,0,,Saudi Arabia vs. Uruguay: O/U 3.5,Under,2,3.5,,2,,,,,,4,3315.5,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,1,44.0,1,44.0,4,3315.5,主线策略：当前总进球还需2球才输
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-15,Belgium vs. Egypt,1-1,0,,Spread: Belgium (-1.5),Egypt,2,1.5,2,,,,,other_side,,1,31.25,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,1,31.25,1,31.25,1,31.25,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,team_total_under_loss_ge2,180,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: Czechia O/U 2.5,Under,2,2.5,,,Czechia,1,,,,3,97.22,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,2,20.55,2,20.55,3,97.22,球队总进球 under，深度通常小于总进球 under
loss_requires_2_goals,team_total_under_loss_ge2,180,2026-06-21,Belgium vs. IR Iran,0-0,0,,Belgium vs. IR Iran: IR Iran O/U 1.5,Under,2,1.5,,,IR Iran,0,,,,3,75.0,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,2,20.0,2,20.0,3,75.0,球队总进球 under，深度通常小于总进球 under
loss_requires_2_goals,team_total_under_loss_ge2,180,2026-06-21,Ecuador vs. Curaçao,0-0,0,,Ecuador vs. Curaçao: Ecuador O/U 1.5,Under,2,1.5,,,Ecuador,0,,,,3,66.06,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,1,10.0,1,10.0,3,66.06,球队总进球 under，深度通常小于总进球 under
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-20,Brazil vs. Haiti,3-0,3,Brazil,Brazil vs. Haiti: O/U 4.5,Under,2,4.5,,3,,,,,,12,2328.79,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,2,8.0,5,968.55,12,2328.79,主线策略：当前总进球还需2球才输
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-14,Netherlands vs. Japan,2-2,0,,Spread: Netherlands (-1.5),Japan,2,1.5,2,,,,,other_side,,1,2.63,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,1,2.63,1,2.63,1,2.63,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,draw_no_lead_ge2,180,2026-06-11,Mexico vs. South Africa,2-0,2,Mexico,Will Mexico vs. South Africa end in a draw?,No,2,,,,,,,,,4,63.88,0.991,0.995,0.8812,0.4875,0,0,0,0,0,0,0,0,3,53.88,4,63.88,领先2球以上时可用，最后3分钟肉通常不大
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-12,Canada vs. Bosnia-Herzegovina,1-1,0,,Canada vs. Bosnia and Herzegovina: O/U 3.5,Under,2,3.5,,2,,,,,,16,2252.69,0.991,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,3,130.73,16,2252.69,主线策略：当前总进球还需2球才输
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-13,Qatar vs. Switzerland,1-1,0,,Qatar vs. Switzerland: O/U 3.5,Under,2,3.5,,2,,,,,,7,258.54,0.991,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,5,174.65,7,258.54,主线策略：当前总进球还需2球才输
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-18,Czechia vs. South Africa,1-1,0,,Spread: Czechia (-1.5),South Africa,2,1.5,2,,,,,other_side,,8,3403.46711,0.991,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,4,162.60111,8,3403.46711,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,team_total_under_loss_ge2,180,2026-06-19,Scotland vs. Morocco,0-1,1,Morocco,Scotland vs. Morocco: Scotland O/U 1.5,Under,2,1.5,,,Scotland,0,,,,2,119.04,0.991,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,1,114.04,2,119.04,球队总进球 under，深度通常小于总进球 under
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spread: Spain (-5.5),Saudi Arabia,2,5.5,6,,,,,other_side,,3,354.192,0.991,0.9985500204293303,0.8812,0.1409,0,0,0,0,0,0,0,0,1,25.0,3,354.192,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spain vs. Saudi Arabia: O/U 5.5,Under,2,5.5,,4,,,,,,47,22171.614015,0.991,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,13,2559.01,47,22171.614015,主线策略：当前总进球还需2球才输
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-18,Switzerland vs. Bosnia-Herzegovina,4-1,3,Switzerland,Spread: Switzerland (-4.5),Bosnia-Herzegovina,2,4.5,5,,,,,other_side,,6,8024.22711,0.991000000891,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,2,2133.22711,6,8024.22711,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-17,Argentina vs. Algeria,3-0,3,Argentina,Spread: Argentina (-1.5),Argentina,2,-1.5,2,,,,,favorite_cover,,31,1625.78,0.992,0.999,0.7825,0.0971,0,0,0,0,0,0,0,0,5,282.08,31,1625.78,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-21,Belgium vs. IR Iran,0-0,0,,Spread: Belgium (-1.5),IR Iran,2,1.5,2,,,,,other_side,,7,7608.89,0.992,0.999,0.7825,0.0971,0,0,0,0,0,0,0,0,3,4703.81,7,7608.89,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-22,New Zealand vs. Egypt,1-3,2,Egypt,New Zealand vs. Egypt: O/U 5.5,Under,2,5.5,,4,,,,,,13,13790.98,0.992,0.999,0.7825,0.0971,0,0,0,0,0,0,0,0,2,5.31,13,13790.98,主线策略：当前总进球还需2球才输
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-21,Belgium vs. IR Iran,0-0,0,,Belgium vs. IR Iran: O/U 1.5,Under,2,1.5,,0,,,,,,11,602.91,0.994,0.999,0.5856,0.0971,0,0,0,0,0,0,0,0,4,250.83,11,602.91,主线策略：当前总进球还需2球才输
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-21,Uruguay vs. Cabo Verde,2-2,0,,Uruguay vs. Cabo Verde: O/U 5.5,Under,2,5.5,,4,,,,,,12,5992.565,0.995,0.999,0.4875,0.0971,0,0,0,0,0,0,0,0,1,3.61,12,5992.565,主线策略：当前总进球还需2球才输
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-14,Netherlands vs. Japan,2-2,0,,Netherlands vs. Japan: O/U 5.5,Under,2,5.5,,4,,,,,,7,3259.605862,0.9959999952604137,0.999,0.3896,0.0971,0,0,0,0,0,0,0,0,0,0,7,3259.605862,主线策略：当前总进球还需2球才输
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Spread: Scotland (-2.5),Haiti,2,2.5,3,,,,,other_side,,2,254.79,0.997,0.999,0.2919,0.0971,0,0,0,0,0,0,0,0,0,0,2,254.79,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-12,Canada vs. Bosnia-Herzegovina,1-1,0,,Spread: Canada (-1.5),Bosnia and Herzegovina,2,1.5,2,,,,,other_side,,4,317.6,0.998,0.999,0.1944,0.0971,0,0,0,0,0,0,0,0,0,0,4,317.6,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,leader_yes_lead_ge2,180,2026-06-17,England vs. Croatia,4-2,2,England,Will England win on 2026-06-17?,Yes,2,,,,,,,,,139,48875.41,0.998,0.999,0.1944,0.0971,0,0,0,0,0,0,0,0,0,0,139,48875.41,领先2球以上时可用，最后3分钟肉通常不大
loss_requires_2_goals,loser_no,180,2026-06-19,Mexico vs. Korea Republic,1-0,1,Mexico,Will Korea Republic win on 2026-06-18?,No,2,,,,,,Korea Republic,,,35,529421.417,0.998,0.999,0.1944,0.0971,0,0,0,0,0,0,0,0,0,0,35,529421.417,等价强队不输；最后3分钟通常已很贵
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: O/U 5.5,Under,2,5.5,,4,,,,,,9,3970.447,0.998,0.999,0.1944,0.0971,0,0,0,0,0,0,0,0,0,0,9,3970.447,主线策略：当前总进球还需2球才输
loss_requires_2_goals,spread_tight_loss_ge2,180,2026-06-21,Uruguay vs. Cabo Verde,2-2,0,,Spread: Uruguay (-1.5),Cabo Verde,2,1.5,2,,,,,other_side,,14,3419.51,0.998,0.999,0.1944,0.0971,0,0,0,0,0,0,0,0,0,0,14,3419.51,让分方向复杂，需 live parser 确认 outcome 等价含义
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-12,Korea Republic vs. Czechia,2-1,1,Korea Republic,Korea Republic vs. Czechia: O/U 4.5,Under,2,4.5,,3,,,,,,6,405.815204,0.9989998470761184,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,6,405.815204,主线策略：当前总进球还需2球才输
loss_requires_2_goals,total_under_loss_ge2,180,2026-06-19,Mexico vs. Korea Republic,1-0,1,Mexico,Mexico vs. Korea Republic: O/U 2.5,Under,2,2.5,,1,,,,,,5,543.460249,0.998999996999004,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,5,543.460249,主线策略：当前总进球还需2球才输
loss_requires_2_goals,team_total_under_loss_ge2,180,2026-06-12,Korea Republic vs. Czechia,2-1,1,Korea Republic,Korea Republic vs. Czechia: Czechia O/U 2.5,Under,2,2.5,,,Czechia,1,,,,1,108.908,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,108.908,球队总进球 under，深度通常小于总进球 under
loss_requires_2_goals,team_total_under_loss_ge2,180,2026-06-13,United States vs. Paraguay,4-1,3,United States,United States vs. Paraguay: Paraguay O/U 2.5,Under,2,2.5,,,Paraguay,1,,,,6,2292.96,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,6,2292.96,球队总进球 under，深度通常小于总进球 under
loss_requires_2_goals,loser_no,180,2026-06-12,Korea Republic vs. Czechia,2-1,1,Korea Republic,Will Czechia win on 2026-06-11?,No,2,,,,,,Czechia,,,9,32146.86,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,9,32146.86,等价强队不输；最后3分钟通常已很贵
loss_requires_2_goals,team_total_under_loss_ge2,180,2026-06-13,Brazil vs. Morocco,1-1,0,,Brazil vs. Morocco: Morocco O/U 2.5,Under,2,2.5,,,Morocco,1,,,,10,418.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,10,418.0,球队总进球 under，深度通常小于总进球 under
